,booking_count,age_in_days,core_earning,active_days,followers,company tier numerical,college tier numerical,years of experience,# of posts/week,avg engagement per post last 30 days,# of Posts last 30 days,# of Comments last 30 days,# of Reactions last 30 days,gender_score,# of promotional posts,Target
522,11.0,76.0,0.0,76.0,6327.0,8.0,7.0,0.0,0.933333333,63.5,2.0,1.0,2.0,1.0,1.0,0
523,11.0,114.0,11000.0,114.0,4851.0,9.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
524,11.0,28.0,0.0,28.0,14204.0,7.0,7.0,1.0,2.8,174.0,6.0,2.0,5.0,1.0,2.0,0
525,11.0,105.0,177.0,105.0,6564.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
526,11.0,4.0,349.0,4.0,2432.0,9.0,9.0,5.0,0.777777778,63.5,2.0,2.0,0.0,0.0,1.0,1
527,11.0,2.0,0.0,2.0,1942.0,10.0,9.0,3.0,1.473684211,11.66666667,5.0,1.0,0.0,1.0,2.0,0
528,11.0,69.0,5500.0,46.0,38406.0,7.0,7.0,10.0,2.333333333,74.5,2.0,4.0,10.0,1.0,2.0,1
529,11.0,68.0,0.0,68.0,984.0,8.0,9.0,1.0,0.466666667,9.0,1.0,0.0,0.0,1.0,0.0,0
530,11.0,72.0,797.0,72.0,10355.590326885078,7.0,7.0,5.032742764025556,1.489601646041124,87.00087302308715,3.840939245734235,1.3759403014257416,1.2441177426717906,1.0,1.2072905728366505,1
531,11.0,71.0,0.0,60.0,1364.0,9.0,7.0,3.0,5.864864865,43.0,30.0,14.0,1.0,1.0,14.0,0
532,11.0,78.0,0.0,20.0,2515.0,8.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
533,11.0,75.0,10.0,59.0,1788.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
534,11.0,45.0,1293.0,45.0,3030.0,5.0,8.0,3.0,0.122807018,27.0,0.0,0.0,0.0,1.0,0.0,1
535,11.0,61.0,2000.0,35.0,7020.0,7.0,7.0,1.0,7.0,14.0,11.0,1.0,7.0,1.0,10.0,1
536,11.0,35.0,2200.0,35.0,23047.0,8.0,7.0,6.0,3.266666667,92.14285714,7.0,3.0,5.0,1.0,5.0,1
537,10.0,175.0,1500.0,175.0,20989.0,7.0,7.0,6.0,7.0,283.3333333,6.0,9.0,0.0,1.0,6.0,1
538,10.0,55.0,0.0,55.0,23736.0,9.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
539,10.0,288.0,0.0,288.0,3033.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
540,10.0,227.0,644.0,227.0,5961.0,10.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
541,10.0,8.0,0.0,8.0,7314.541529873178,8.114130616174043,7.943524454782245,5.057987049153309,1.1572059586821115,68.8254285747978,3.0324445094346077,1.01959938288906,0.8186302888984445,1.0,0.9748536555836831,0
542,10.0,217.0,0.0,217.0,1006.0,8.0,7.0,8.0,0.122807018,37.0,0.0,0.0,0.0,1.0,0.0,0
543,10.0,188.0,0.0,188.0,4388.0,8.0,9.0,2.0,0.736842105,125.5,3.0,0.0,1.0,0.0,2.0,0
544,10.0,231.0,0.0,231.0,16956.94341239291,9.0,7.0,4.956310030189451,1.3456733799834149,119.96615499403124,3.0651297210267843,1.5108727228920833,1.836990451010909,1.0,0.9850807263096284,0
545,10.0,203.0,0.0,203.0,5022.0,8.0,8.0,8.0,0.122807018,34.0,0.0,0.0,0.0,1.0,0.0,0
546,10.0,180.0,700.0,180.0,14639.26530944801,9.0,6.0,4.9827652139344245,1.4002671282119206,109.46726865298149,3.24794722154697,1.4461456934224906,1.6987373095675369,1.0,1.0334350396667158,1
547,10.0,96.0,0.0,96.0,11225.252688834855,9.0,9.0,5.0178672720772886,1.0050615016829754,89.56804919076212,2.48790097182449,1.0754243990978214,1.0802923806966058,1.0,0.8321569138587839,0
548,10.0,123.0,0.0,123.0,12703.268864500225,6.0,7.0,5.006124040970534,1.686210272943639,97.41077288236139,4.3344649073854145,1.6136020960056805,1.5110272941459424,1.0,1.3406594123176983,0
549,10.0,156.0,0.0,156.0,1390.0,7.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
550,10.0,61.0,990.0,61.0,9331.076100853008,10.0,7.0,5.038110627511328,1.029819581558048,82.05566167726519,2.4516206166523853,0.9818532697028314,1.044676894807673,1.0,0.8138106753346598,1
551,10.0,14.0,0.0,14.0,7986.721163468362,6.0,8.0,5.055769024481715,1.4740971835830117,72.39541793444181,4.0017970014760795,1.292893178487846,0.948615834425629,1.0,1.250159656548571,0
552,10.0,97.0,500.0,97.0,5407.0,8.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
553,10.0,9.0,0.0,9.0,836.0,8.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
554,10.0,72.0,11700.0,72.0,11554.64632466652,9.0,7.0,5.084793047024117,1.2467519785639154,121.33011902277268,3.2305406758503397,1.3104195442906337,1.2817757809018495,1.0,1.1314739148960375,1
555,10.0,5.0,50.0,5.0,2568.0,10.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
556,10.0,73.0,0.0,73.0,3276.0,8.0,7.0,4.0,0.777777778,44.33333333,3.0,0.0,1.0,1.0,0.0,0
557,10.0,125.0,105410.0,125.0,4116.0,8.0,7.0,15.0,4.175438596,37.97058824,20.0,15.0,0.0,0.0,4.0,1
558,10.0,41.0,899.0,41.0,37311.0,7.0,7.0,9.0,7.0,112.0,2.0,3.0,4.0,0.0,1.0,1
559,10.0,106.0,0.0,98.0,13342.0,7.0,8.0,17.0,3.818181818,146.6666667,12.0,2.0,10.0,1.0,1.0,0
560,10.0,28.0,0.0,28.0,8313.806984767882,8.148512117957818,7.923845568390641,5.048852471341738,1.0142843172116691,74.12686503233688,2.34573226457617,1.007449906112793,0.7794125692514271,0.0,0.8079097244012613,0
561,10.0,34.0,14520.0,22.0,13883.0,8.0,8.0,9.0,4.052631579,45.18181818,21.0,9.0,2.0,1.0,12.0,1
562,10.0,47.0,0.0,47.0,2768.0,10.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
563,10.0,71.0,2600.0,71.0,7043.0,7.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
564,10.0,54.0,3691.0,54.0,5311.0,10.0,7.0,8.0,3.438596491,9.071428571,5.0,0.0,1.0,1.0,3.0,1
565,10.0,80.0,5090.0,67.0,12551.0,7.0,9.0,3.0,3.684210526,234.4666667,21.0,0.0,0.0,0.0,15.0,1
566,10.0,3.0,0.0,3.0,6789.229355774928,9.0,7.0,5.059961371522845,1.1159859041286444,66.03562808914018,2.823100681550478,0.9450769570723135,0.8257559257000435,1.0,0.9079571191779492,0
567,10.0,24.0,500.0,24.0,2270.0,10.0,10.0,18.0,0.245614035,34.5,1.0,0.0,1.0,1.0,1.0,1
568,10.0,51.0,200.0,51.0,17535.0,7.0,7.0,2.0,0.175,296.0,0.0,0.0,0.0,1.0,0.0,1
569,10.0,71.0,120.0,59.0,685.0,10.0,7.0,8.0,0.122807018,3.0,0.0,0.0,0.0,1.0,0.0,1
570,10.0,50.0,6790.0,50.0,32334.0,7.0,8.0,4.0,1.060606061,58.2,4.0,3.0,2.0,0.0,4.0,1
571,10.0,11.0,0.0,11.0,4551.0,8.0,9.0,9.0,0.614035088,121.8,1.0,1.0,0.0,1.0,1.0,0
572,10.0,16.0,746.0,16.0,891.0,8.0,7.0,4.0,1.166666667,56.0,5.0,2.0,1.0,1.0,1.0,1
573,10.0,20.0,2300.0,13.0,2779.0,7.0,8.0,5.0,4.627118644,23.35897436,16.0,3.0,2.0,1.0,10.0,1
574,10.0,13.0,3998.0,3.0,7825.0,7.0,6.0,2.0,8.596491228,52.72857143,31.0,1.0,0.0,1.0,2.0,1
575,10.0,3.0,0.0,0.0,2003.0,6.0,7.0,4.0,3.5,19.0,1.0,0.0,0.0,0.0,1.0,0
576,10.0,5.0,12102.0,3.0,6950.0,10.0,7.0,1.0,2.625,12.33333333,3.0,0.0,0.0,1.0,0.0,1
577,9.0,96.0,2300.0,96.0,4549.0,7.0,7.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1
578,9.0,7.0,0.0,7.0,7892.313193755656,7.0,10.0,5.059020468541207,0.9520189368090183,71.89741318058185,2.402737920393535,0.9934460529980262,0.5805899434564633,0.0,0.8383655881778385,0
579,9.0,1.0,441.0,1.0,26317.0,7.0,7.0,3.0,4.375,270.6,5.0,5.0,1.0,1.0,0.0,1
580,9.0,319.0,2192.0,319.0,4421.0,9.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
581,9.0,328.0,0.0,328.0,2573.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
582,9.0,1.0,0.0,1.0,549.0,8.0,8.0,1.0,2.456140351,4.0,14.0,0.0,0.0,1.0,7.0,0
583,9.0,76.0,0.0,76.0,10420.549654388089,7.0,7.0,5.027408186448417,1.4887087951478475,85.3010917632208,3.824072068548406,1.3741354199260352,1.2514721174310017,1.0,1.1931073227771736,0
584,9.0,296.0,820.0,296.0,19903.054725260386,10.0,7.0,4.930583527098399,1.105033848157036,137.69586971530956,1.9998451131241737,1.5041402529893364,1.9567545684576373,0.0,0.7189294820928382,1
585,9.0,300.0,0.0,300.0,11831.0,8.0,6.0,2.0,0.368421053,9.666666667,0.0,0.0,0.0,1.0,0.0,0
586,9.0,257.0,0.0,257.0,836.0,10.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
587,9.0,11.0,0.0,11.0,7562.919523614246,8.127865897934026,7.941741200506099,5.0567435548781745,0.9980432157649621,70.14441168151797,2.334148547419074,0.9676599989003015,0.7035671811121316,0.0,0.8029462595579093,0
588,9.0,119.0,0.0,119.0,12222.162859451391,8.260591475910779,7.833252752913765,5.007636027598975,1.2580193155013726,94.8556721260447,3.107520048111133,1.2832585972518018,1.3121106794960269,1.0,0.9982391911693804,0
589,9.0,142.0,9914.0,142.0,3.0,8.0,7.0,0.0,0.325581395,0.5,1.0,0.0,0.0,1.0,1.0,1
590,9.0,107.0,75.0,107.0,11702.506784660141,8.245121891664361,7.8455683843706945,5.013456459943451,1.2473777794777778,92.29184534298074,3.101381702231906,1.256015042357294,1.2596640137967559,1.0,0.9968227236573737,1
591,9.0,90.0,841.0,90.0,11176.710998825023,8.233208011638823,7.866001294949311,5.024836690688516,1.0740141728668426,91.46967634163433,2.409902781114912,1.168454830461398,1.0653497153656122,0.0,0.8343614725932817,1
592,9.0,78.0,1.0,78.0,8628.0,9.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
593,9.0,166.0,200.0,166.0,2555.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
594,9.0,163.0,0.0,163.0,14167.275256265466,8.318034534578459,7.7891952318567865,4.987615303974023,1.2982567855302993,105.17253668612983,3.1373091673039415,1.3875692327932885,1.5078164159368292,1.0,1.0079841600668664,0
595,9.0,92.0,0.0,92.0,11028.571161406393,8.225342326273791,7.860288049926002,5.01992147164156,1.233328140710895,88.5248688732652,3.0892403613337285,1.2192497981695258,1.1920185230437166,1.0,0.9922593238913779,0
596,9.0,166.0,0.0,166.0,1659.0,10.0,8.0,3.0,0.245614035,32.0,1.0,0.0,0.0,1.0,1.0,0
597,9.0,142.0,1494.0,142.0,4069.0,8.0,7.0,8.0,0.466666667,46.0,1.0,2.0,0.0,0.0,1.0,1
598,9.0,10.0,10.0,10.0,1092.0,9.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
599,9.0,118.0,0.0,118.0,8423.0,8.0,7.0,11.0,1.105263158,10.44444444,6.0,0.0,0.0,0.0,0.0,0
600,9.0,93.0,0.0,93.0,4883.0,10.0,8.0,4.0,0.122807018,8.0,0.0,0.0,0.0,1.0,0.0,0
601,9.0,129.0,250.0,126.0,2723.0,9.0,7.0,5.0,2.8,11.5,2.0,0.0,0.0,1.0,1.0,1
602,9.0,113.0,300.0,113.0,26344.0,7.0,7.0,5.0,0.368421053,43.0,1.0,1.0,0.0,1.0,0.0,1
603,9.0,79.0,0.0,79.0,2289.0,8.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
604,9.0,48.0,500.0,48.0,2950.0,10.0,8.0,8.0,0.875,26.0,1.0,0.0,0.0,1.0,0.0,1
605,9.0,101.0,1499.0,88.0,501.0,8.0,6.0,6.0,0.14,34.0,0.0,0.0,0.0,1.0,0.0,1
606,9.0,107.0,0.0,57.0,42065.0,7.0,9.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
607,9.0,76.0,0.0,76.0,15546.0,7.0,6.0,12.0,4.912280702,9.5,22.0,1.0,6.0,1.0,12.0,0
608,9.0,70.0,0.0,70.0,10171.138419342207,8.204891817511143,7.882664069997878,5.029897584562898,1.051998005121932,83.97838915981393,2.3740930481548848,1.1075310783763859,0.9659907822486615,0.0,0.8160133769431746,0
609,9.0,17.0,1839.0,14.0,8044.5262994027225,8.126827332664995,7.943725018949897,5.06351220448057,1.2060632915630607,77.41734446692286,3.117091589283822,1.102772138334061,0.9139701646216047,1.0,1.0330726977321716,1
610,9.0,79.0,5645.0,71.0,11559.961087343754,8.216983136832756,7.898852874732794,5.05460022330483,1.1737030394208425,105.83208262550508,2.6094825839500935,1.3043029308051957,1.1632956866630701,0.0,0.9834012054104609,1
611,9.0,57.0,1150.0,57.0,43458.0,7.0,8.0,10.0,3.818181818,22.11111111,17.0,4.0,17.0,1.0,1.0,1
612,9.0,21.0,0.0,21.0,599.0,10.0,10.0,19.0,0.245614035,14.5,0.0,0.0,0.0,1.0,0.0,0
613,9.0,45.0,0.0,45.0,6210.0,7.0,8.0,4.0,1.596491228,32.15384615,6.0,1.0,4.0,1.0,2.0,0
614,9.0,3.0,0.0,3.0,2385.0,10.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
615,9.0,30.0,5198.0,30.0,9946.0,5.0,7.0,4.0,0.760869565,25.6,4.0,0.0,2.0,1.0,1.0,1
616,9.0,10.0,0.0,10.0,7542.0,8.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
617,9.0,3.0,9.0,3.0,7210.5622191142875,8.11744530998673,7.949787652147608,5.060426914645413,0.9907671904559997,68.29860175131941,2.328970659052093,0.9488390048322295,0.6680956350679539,0.0,0.8013233971844796,1
618,9.0,32.0,0.0,32.0,8376.145165750839,8.147010882636046,7.9203664877309725,5.047222458402858,1.1784588633987223,74.45641720042187,3.048618835161718,1.077008022431135,0.9251470642608053,1.0,0.9789707299402608,0
619,9.0,40.0,0.0,36.0,78066.0,9.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
620,9.0,12.0,500.0,12.0,6389.0,8.0,9.0,5.0,2.423076923,170.2222222,9.0,4.0,3.0,1.0,4.0,1
621,9.0,16.0,2150.0,16.0,2277.0,9.0,7.0,5.0,0.859649123,50.14285714,5.0,3.0,0.0,0.0,3.0,1
622,9.0,16.0,3200.0,16.0,10417.0,10.0,9.0,6.0,1.596491228,162.6923077,12.0,6.0,4.0,1.0,5.0,1
623,9.0,26.0,2938.0,20.0,10046.0,8.0,8.0,7.0,21.0,13.55555556,9.0,2.0,9.0,1.0,2.0,1
624,8.0,125.0,0.0,125.0,3907.0,9.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
625,8.0,104.0,300.0,104.0,12026.92598196003,8.26508368884514,10.0,5.016220003184674,0.8622678356939861,94.59502132873688,1.933622728114337,1.0842562360006336,0.9505750226696064,0.0,0.7106173061104458,1
626,8.0,42.0,1525.0,42.0,43643.0,8.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
627,8.0,20.0,0.0,20.0,5847.0,8.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
628,8.0,52.0,0.0,52.0,9260.920401918127,8.174669052855531,7.901213749866698,5.038277933436494,1.196053816294522,79.14950904785633,3.062085059144029,1.1249338769239845,1.013872409037639,1.0,0.9822018980334314,0
629,8.0,20.0,0.0,20.0,7846.293204235165,8.1328922829154,7.9332555833626826,5.052838459709187,1.16679020172803,71.6463348223399,3.0404202451856235,1.049071596530176,0.8715409643534195,1.0,0.9751146479261691,0
630,8.0,59.0,0.0,59.0,2410.0,8.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
631,8.0,151.0,0.0,151.0,705.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
632,8.0,19.0,748.0,19.0,8122.558813288283,7.0,7.936804920651612,5.057156585976562,1.3389846819586673,75.03325564938439,3.58249984983818,1.1987951259586456,0.9341862910463505,1.0,1.1354319210902204,1
633,8.0,105.0,1224.0,105.0,11780.62800730705,8.247072045200952,7.853039547520641,5.020041096870316,1.2499451311621346,95.65441451942455,3.130378263939087,1.2702431189579673,1.2647477215511922,1.0,1.0141973768840793,1
634,8.0,66.0,0.0,66.0,13347.0,8.0,8.0,4.0,0.736842105,191.8333333,5.0,4.0,1.0,1.0,4.0,0
635,8.0,125.0,741.0,125.0,53640.0,9.0,8.0,3.0,7.0,510.5,2.0,5.0,8.0,1.0,1.0,1
636,8.0,88.0,0.0,88.0,8539.0,8.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
637,8.0,129.0,0.0,101.0,1237.0,8.0,8.0,8.0,1.590909091,7.8,5.0,2.0,0.0,1.0,2.0,0
638,8.0,91.0,148.0,91.0,11006.366771124896,8.225972654729501,7.862754654581447,5.021243155759623,1.2323746235734108,88.78706671017378,3.092408010950047,1.2197685036535277,1.189169372666292,1.0,0.9932888866240048,1
639,8.0,75.0,0.0,75.0,9258.0,8.0,8.0,3.0,1.228070175,20.7,9.0,4.0,3.0,1.0,7.0,0
640,8.0,68.0,3499.0,68.0,6904.0,9.0,7.0,3.0,2.210526316,13.27777778,8.0,2.0,3.0,1.0,0.0,1
641,8.0,123.0,10544.0,123.0,13922.054990636985,8.295015288480968,7.872289044314067,5.056616002541332,1.307702143288904,130.92466068826064,3.3893532709937193,1.462632163140102,1.4600821572412392,1.0,1.1724301139091275,1
642,8.0,43.0,0.0,43.0,13309.0,7.0,8.0,14.0,13.04545455,13.14634146,41.0,4.0,30.0,1.0,4.0,0
643,8.0,57.0,5092.0,57.0,6030.0,8.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
644,8.0,108.0,9700.0,108.0,13252.208202161391,8.281489867048384,7.884280544666436,5.059353155894778,1.1290337219679543,125.2077025037083,2.656596473258044,1.3539502983340992,1.2547505347392511,0.0,0.9837662885376903,1
645,8.0,8.0,542.0,8.0,16592.0,8.0,8.0,1.0,1.75,139.0,2.0,1.0,1.0,0.0,0.0,1
646,8.0,45.0,0.0,45.0,935.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
647,8.0,70.0,0.0,70.0,10056.648200614794,8.198168485946855,7.883190218525207,5.030087637408104,1.2125145994881739,83.37004454970935,3.074271516995632,1.1676064096455019,1.0939338466725124,1.0,0.9861884762187665,0
648,8.0,75.0,5200.0,75.0,5349.0,8.0,8.0,0.0,0.237288136,164.0,1.0,0.0,0.0,0.0,1.0,1
649,8.0,48.0,0.0,48.0,2981.0,8.0,8.0,2.0,0.368421053,89.0,2.0,0.0,2.0,1.0,2.0,0
650,8.0,1.0,4260.0,1.0,804.0,7.0,9.0,2.0,0.21875,32.0,0.0,0.0,0.0,1.0,0.0,1
651,8.0,0.0,0.0,0.0,1555.0,8.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
652,8.0,7.0,0.0,7.0,544.0,7.0,9.0,6.0,1.473684211,20.0,9.0,3.0,1.0,1.0,5.0,0
653,8.0,90.0,200.0,86.0,11057.611202409482,8.217571668523824,7.86527631956517,5.022789984971241,1.2759215768985204,89.19434578042538,3.1330178003684006,1.2606102790731388,1.2290921012613294,1.0,1.0299128575281418,1
654,8.0,42.0,0.0,42.0,5979.0,10.0,8.0,13.0,0.245614035,20.5,1.0,0.0,0.0,0.0,0.0,0
655,8.0,69.0,0.0,69.0,8120.0,7.0,7.0,6.0,0.736842105,19.5,3.0,0.0,1.0,1.0,0.0,0
656,8.0,80.0,8.0,44.0,9287.0,8.0,8.0,7.0,3.5,31.0,1.0,1.0,1.0,1.0,0.0,1
657,8.0,63.0,7791.0,58.0,10982.05711046698,8.200423674124172,7.922998037244472,5.071746525818753,1.2959233185284604,108.27019408787973,3.3257211505514754,1.3291376154916608,1.2138199282000726,1.0,1.1585603812686394,1
658,8.0,20.0,0.0,20.0,4337.0,9.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
659,8.0,43.0,0.0,43.0,3795.0,10.0,7.0,4.0,0.368421053,41.66666667,1.0,0.0,0.0,1.0,0.0,0
660,8.0,43.0,2296.0,43.0,13741.0,10.0,7.0,4.0,0.98245614,101.625,3.0,1.0,1.0,1.0,0.0,1
661,8.0,18.0,2500.0,18.0,10689.0,8.0,8.0,2.0,1.228070175,35.9,5.0,2.0,0.0,1.0,5.0,1
662,8.0,39.0,1900.0,39.0,1354.0,7.0,9.0,4.0,1.75,23.75,4.0,2.0,0.0,1.0,1.0,1
663,8.0,7.0,472.0,7.0,14512.0,10.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
664,8.0,5.0,0.0,5.0,7183.186705321275,8.113309422005962,7.9482751928139255,5.059663706399511,1.153072882399987,68.12922190412905,3.030264863642621,1.0135111525955784,0.8048230996576915,1.0,0.9717924994383897,0
665,8.0,6.0,0.0,6.0,5371.0,8.0,9.0,12.0,0.49122807,10.0,1.0,0.0,0.0,1.0,0.0,0
666,8.0,20.0,1250.0,9.0,4489.0,8.0,9.0,3.0,4.136363636,8.153846154,13.0,3.0,0.0,1.0,1.0,1
667,8.0,21.0,0.0,21.0,7890.500304162758,8.134197806976028,7.932254276065933,5.052383443263165,1.1677046896832328,71.88080901688727,3.041097270621823,1.0514422927924825,0.8759888219998013,1.0,0.9753361244920208,0
668,7.0,411.0,1992.0,411.0,76140.0,8.0,9.0,2.0,4.0,234.5,4.0,5.0,4.0,1.0,1.0,1
669,7.0,434.0,2747.0,434.0,26660.423995704718,8.690402583056217,7.530920975217619,4.87777741310073,1.39565376171249,178.48588090114887,2.69312080876389,2.015616193622175,2.6185231996224934,0.0,0.9396970172823593,1
670,7.0,196.0,0.0,196.0,9590.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
671,7.0,356.0,294.0,356.0,13716.0,6.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
672,7.0,39.0,147.0,39.0,3728.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
673,7.0,1.0,0.0,1.0,2172.0,8.0,7.0,3.0,1.4,59.0,1.0,1.0,0.0,1.0,1.0,0
674,7.0,186.0,10694.0,186.0,16729.39377237048,8.379204402269771,7.810679980481435,5.028826240380469,1.3652847171361064,146.19987000424229,3.435903507442986,1.614907557418472,1.741920632927115,1.0,1.1876672768903649,1
675,7.0,0.0,0.0,0.0,5330.0,8.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
676,7.0,265.0,693.0,265.0,2569.0,8.0,7.0,3.0,0.875,18.0,1.0,0.0,0.0,1.0,1.0,1
677,7.0,254.0,1948.0,254.0,1586.0,9.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
678,7.0,93.0,8300.0,93.0,11477.0,10.0,8.0,2.0,0.368421053,409.6666667,1.0,1.0,0.0,0.0,1.0,1
679,7.0,6.0,0.0,6.0,4672.0,8.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
680,7.0,139.0,0.0,139.0,13107.571333234118,8.289797335137168,7.814973423120207,4.998847306586679,1.2749194621889144,99.5523719299659,3.1209119873517497,1.33169638099137,1.4006042161220569,1.0,1.0002719960386819,0
681,7.0,0.0,0.0,0.0,6962.784443298751,8.108329490709721,7.954155137368389,5.062094592583688,1.1478056364157143,66.96045888787881,3.0268054517199263,1.0021696005307648,0.7823520032749786,1.0,0.9694867533852611,0
682,7.0,38.0,0.0,38.0,8642.65424054727,8.157939405013627,7.916105460091908,5.0448039676348655,1.1825561787134238,75.8704782806796,3.0525324182955336,1.0922560584984122,0.9513705938374895,1.0,0.9779028628876354,0
683,7.0,28.0,0.0,28.0,4734.0,7.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
684,7.0,9.0,0.0,9.0,7360.648342647084,8.120079207255383,7.945143371697643,5.057999444569493,1.1560360280125401,69.0707266388053,3.0328986806457277,1.0235058668915231,0.8223827220924151,1.0,0.9714800424779286,0
685,7.0,1.0,0.0,1.0,2941.6754527843377,8.136386250860891,7.9592380242001735,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
686,7.0,2.0,0.0,2.0,1973.0,10.0,7.0,5.0568903858753504,0.8968472512039446,40.43532324094852,2.2332827422543504,0.708067934394955,0.6192488628016147,1.0,0.7115113541431589,0
687,7.0,96.0,50597.0,92.0,18600.2254310028,8.359130045036085,8.061692184168201,5.262279195618805,1.504019068544048,258.5031109732895,4.471490916547028,2.0849239640139494,1.8788750444594828,1.0,1.8641145626097961,1
688,7.0,45.0,2994.0,45.0,8611.0,10.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
689,7.0,227.0,3350.0,206.0,3201.0,9.0,7.0,11.0,1.842105263,38.66666667,8.0,1.0,5.0,1.0,5.0,1
690,7.0,102.0,3246.0,102.0,243.0,7.0,7.0,5.021473900005686,1.3710858988452626,39.51022875554785,3.6481063534965177,1.214295128913932,1.0281143758580105,1.0,1.1046685931147755,1
691,7.0,20.0,0.0,20.0,10387.0,7.0,10.0,4.0,3.5,19.0,1.0,0.0,0.0,1.0,1.0,0
692,7.0,16.0,0.0,16.0,24416.0,7.0,9.0,5.068953829102108,1.4478257858693788,159.72794256457595,3.7497610585279926,1.5170146021416504,1.3564299804136493,1.0,1.2752752635671967,0
693,7.0,151.0,0.0,151.0,500.0,7.0,7.0,4.982371599786925,1.3839215538355116,32.52832242900925,3.571226264298732,1.2476654356087022,1.156985560365085,1.0,1.0472383873120537,0
694,7.0,17.0,895.0,17.0,6834.0,9.0,7.0,11.0,0.954545455,26.0,3.0,1.0,2.0,1.0,1.0,1
695,7.0,104.0,5.0,89.0,0.0,8.238986738357156,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
696,7.0,90.0,300.0,90.0,5351.0,7.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
697,7.0,121.0,1444.0,121.0,2062.0,10.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
698,7.0,82.0,0.0,82.0,8303.0,8.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
699,7.0,109.0,0.0,109.0,3289.0,8.0,8.0,3.0,1.06779661,12.22222222,2.0,0.0,0.0,0.0,0.0,0
700,7.0,69.0,0.0,69.0,1375.0,6.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
701,7.0,64.0,0.0,64.0,2570.0,10.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
